level,notation,prefLabel
2,714,"Water features"
2,715,"Woody plants"
2,716,"Herbaceous plants"
2,717,"Structures in landscape architecture"
2,718,"Landscape design of cemeteries"
2,719,"Natural landscapes"
1,72,"Architecture"
2,720,"Architecture"
2,721,"Architectural structure"
2,722,"Architecture to ca. 300"
2,723,"Architecture from ca. 300 to 1399"
2,724,"Architecture from 1400"
2,725,"Public structures"
2,726,"Buildings for religious purposes"
2,727,"Buildings for education & research"
2,728,"Residential & related buildings"
2,729,"Design & decoration"
1,73,"Sculpture, ceramics & metalwork"
2,730,"Plastic arts; sculpture"
2,731,"Processes, forms & subjects of sculpture"
2,732,"Sculpture to ca. 500"
2,733,"Greek, Etruscan & Roman sculpture"
2,734,"Sculpture from ca. 500 to 1399"
2,735,"Sculpture from 1400"
2,736,"Carving & carvings"
2,737,"Numismatics & sigillography"
2,738,"Ceramic arts"
2,739,"Art metalwork"
1,74,"Drawing & decorative arts"
2,740,"Drawing & decorative arts"
2,741,"Drawing & drawings"
2,742,"Perspective"
2,743,"Drawing & drawings by subject"
2,745,"Decorative arts"
2,746,"Textile arts"
2,747,"Interior decoration"
2,748,"Glass"
2,749,"Furniture & accessories"
1,75,"Painting"
2,750,"Painting & paintings"
2,751,"Techniques, equipment, materials & forms"
2,752,"Color"
2,753,"Symbolism, allegory, mythology & legend"
2,754,"Genre paintings"
2,755,"Religion"
2,757,"Human figures"
2,758,"Other subjects"
2,759,"Historical, geographic & persons treatment"
1,76,"Graphic arts"
2,760,"Graphic arts; printmaking & prints"
2,761,"Relief processes (Block printing)"
2,763,"Lithographic processes"
2,764,"Chromolithography & serigraphy"
2,765,"Metal engraving"
2,766,"Mezzotinting, aquatinting & related processes"
2,767,"Etching & drypoint"
2,769,"Prints"
1,77,"Photography & computer art"
2,770,"Photography, photographs & computer art"
2,771,"Techniques, equipment & materials"
2,772,"Metallic salt processes"
2,773,"Pigment processes of printing"
2,774,"Holography"
2,775,"Digital photography"
2,776,"Computer art (Digital art)"
2,778,"Fields & kinds of photography"
2,779,"Photographs"
1,78,"Music"
2,780,"Music"
2,781,"General principles & musical forms"
2,782,"Vocal music"
2,783,"Music for single voices; the voice"
2,784,"Instruments & instrumental ensembles"
2,785,"Ensembles with one instrument per part"
2,786,"Keyboard & other instruments"
2,787,"Stringed instruments"
2,788,"Wind instruments"
1,79,"Sports, games & entertainment"
2,790,"Recreational & performing arts"
2,791,"Public performances"
2,792,"Stage presentations"
2,793,"Indoor games & amusements"
2,794,"Indoor games of skill"
2,795,"Games of chance"
2,796,"Athletic & outdoor sports & games"
2,797,"Aquatic & air sports"
2,798,"Equestrian sports & animal racing"
2,799,"Fishing, hunting & shooting"
0,8,"Literature"
1,80,"Literature, rhetoric & criticism"
2,800,"Literature & rhetoric"
2,801,"Philosophy & theory"
2,802,"Miscellany"
2,803,"Dictionaries & encyclopedias"
2,805,"Serial publications"
2,806,"Organizations & management"
2,807,"Education, research & related topics"
2,808,"Rhetoric & collections of literature"
2,809,"History, description & criticism"
1,81,"American literature in English"
2,810,"American literature in English"
2,811,"American poetry in English"
2,812,"American drama in English"
2,813,"American fiction in English"
2,814,"American essays in English"
2,815,"American speeches in English"
2,816,"American letters in English"
2,817,"American humor & satire in English"
2,818,"American miscellaneous writings"
1,82,"English & Old English literatures"
2,820,"English & Old English literatures"
2,821,"English poetry"
2,822,"English drama"
2,823,"English fiction"
2,824,"English essays"
2,825,"English speeches"
2,826,"English letters"
2,827,"English humor & satire"
2,828,"English miscellaneous writings"
2,829,"Old English (Anglo-Saxon)"
1,83,"German & related literatures"
2,830,"Literatures of Germanic languages"
2,831,"German poetry"
2,832,"German drama"
2,833,"German fiction"
2,834,"German essays"
2,835,"German speeches"
2,836,"German letters"
2,837,"German humor & satire"
2,838,"German miscellaneous writings"
2,839,"Other Germanic literatures"
1,84,"French & related literatures"
2,840,"Literatures of Romance languages"
2,841,"French poetry"
2,842,"French drama"
